zipcode,accommodates,bathrooms,bedrooms,beds,price,review_scores_rating
98121,3,1.0,0.0,2.0,150.0,96.0
98109,3,1.0,1.0,2.0,149.0,97.0
98121,4,2.0,2.0,2.0,229.0,100.0
98121,2,1.0,0.0,1.0,93.0,97.0
98121,3,1.0,0.0,2.0,110.0,97.0
98121,1,1.0,1.0,1.0,139.0,95.0
98121,2,1.0,1.0,1.0,157.0,100.0
98121,1,1.0,1.0,1.0,90.0,97.0
98121,4,1.0,1.0,1.0,90.0,94.0
98102,2,1.0,0.0,1.0,125.0,99.0
98101,2,1.0,1.0,1.0,95.0,98.0
98121,6,2.0,2.0,3.0,197.0,95.0
98121,5,1.0,1.0,3.0,155.0,97.0
98105,6,1.0,2.0,2.0,195.0,95.0
98121,6,2.0,2.0,3.0,150.0,95.0
98101,3,1.0,1.0,1.0,175.0,95.0
98121,6,2.0,2.0,3.0,156.0,91.0
98121,6,2.5,2.0,2.0,320.0,97.0
98121,7,2.0,2.0,2.0,200.0,97.0
98121,3,1.0,1.0,2.0,200.0,100.0
98101,6,2.0,2.0,3.0,165.0,96.0
98121,3,1.0,0.0,1.0,148.0,92.0
98121,7,2.0,3.0,4.0,127.0,100.0
98121,8,3.0,3.0,4.0,405.0,100.0
98121,4,1.0,2.0,2.0,219.0,95.0
98121,10,2.0,3.0,4.0,899.0,100.0
98121,6,2.0,2.0,4.0,239.0,95.0
98121,4,1.0,1.0,2.0,150.0,100.0
98121,4,1.0,1.0,1.0,140.0,100.0
98121,6,2.0,2.0,3.0,117.0,87.0
98121,4,1.0,1.0,2.0,99.0,96.0
98121,3,1.0,1.0,1.0,170.0,100.0
98121,2,1.0,0.0,2.0,100.0,97.0
98121,6,2.0,2.0,3.0,300.0,100.0
98121,6,2.0,2.0,3.0,197.0,96.0
98121,6,1.0,2.0,3.0,175.0,100.0
98121,6,2.0,2.0,3.0,131.0,91.0
98121,7,2.0,2.0,4.0,200.0,95.0
98101,4,1.0,1.0,2.0,89.0,97.0
98101,6,2.0,2.0,3.0,142.0,87.0
98121,2,1.0,1.0,1.0,125.0,94.0
98121,4,1.0,1.0,1.0,245.0,80.0
98121,2,1.0,1.0,1.0,117.0,85.0
98121,4,1.0,1.0,2.0,215.0,91.0
98121,6,1.0,2.0,3.0,215.0,100.0
98121,4,1.0,2.0,3.0,275.0,95.0
98121,6,1.0,2.0,3.0,175.0,93.0
98121,6,1.0,2.0,3.0,195.0,93.0
98121,4,1.0,1.0,1.0,113.0,90.0
98101,8,2.0,2.0,4.0,700.0,100.0
98121,4,1.5,1.0,2.0,139.0,90.0
98121,2,1.0,0.0,1.0,100.0,98.0
98121,4,1.0,1.0,1.0,106.0,100.0
98121,9,2.5,3.0,7.0,475.0,100.0
98101,6,2.0,2.0,3.0,143.0,94.0
98121,4,1.0,1.0,2.0,205.0,93.0
98121,4,1.0,0.0,3.0,80.0,100.0
98121,6,1.0,0.0,3.0,120.0,99.0
98121,2,1.0,1.0,1.0,139.0,100.0
98121,4,1.0,0.0,2.0,135.0,98.0
98121,4,1.0,1.0,2.0,155.0,93.0
98121,2,1.0,1.0,1.0,90.0,90.0
98121,4,1.0,1.0,1.0,139.0,87.0
98121,4,1.0,1.0,2.0,181.0,80.0
98121,2,1.0,1.0,1.0,99.0,97.0
98121,2,1.0,1.0,1.0,175.0,88.0
98121,4,1.0,1.0,2.0,127.0,95.0
98101,4,1.0,1.0,2.0,150.0,100.0
98101,6,2.0,2.0,3.0,143.0,96.0
98101,5,2.0,2.0,2.0,399.0,80.0
98121,6,1.0,2.0,3.0,193.0,88.0
98121,2,1.0,0.0,1.0,110.0,92.0
98101,6,2.0,2.0,3.0,135.0,92.0
98121,4,1.0,1.0,1.0,165.0,96.0
98121,2,1.0,1.0,1.0,139.0,100.0
98101,4,1.0,1.0,2.0,189.0,89.0
98121,2,1.0,0.0,1.0,140.0,99.0
98121,2,1.0,0.0,1.0,129.0,98.0
98121,3,1.0,1.0,2.0,150.0,100.0
98121,6,2.0,2.0,3.0,245.0,100.0
98121,3,1.0,1.0,1.0,175.0,87.0
98121,6,2.0,2.0,3.0,127.0,100.0
98121,4,1.0,1.0,2.0,127.0,100.0
98121,6,2.0,2.0,3.0,122.0,93.0
98121,6,1.0,2.0,3.0,175.0,91.0
98121,4,1.0,0.0,3.0,99.0,98.0
98121,4,1.0,1.0,2.0,187.0,97.0
98101,3,1.0,1.0,1.0,150.0,95.0
98121,2,1.0,1.0,1.0,100.0,90.0
98101,6,2.0,2.0,3.0,171.0,97.0
98101,6,2.0,2.0,3.0,181.0,96.0
98121,2,1.0,1.0,1.0,149.0,98.0
98121,4,1.0,1.0,2.0,270.0,80.0
98121,6,2.0,2.0,3.0,195.0,100.0
98121,4,1.0,1.0,2.0,149.0,97.0
98121,2,1.0,1.0,1.0,150.0,90.0
98121,6,2.0,2.0,3.0,230.0,98.0
98121,6,2.0,2.0,3.0,165.0,96.0
98121,8,2.0,3.0,5.0,335.0,100.0
98121,2,1.0,1.0,1.0,75.0,84.0
98121,4,1.0,1.0,2.0,107.0,96.0
98101,6,2.0,2.0,3.0,167.0,90.0
98121,4,1.0,0.0,2.0,120.0,80.0
98101,8,2.0,3.0,5.0,425.0,90.0
98121,3,1.0,1.0,1.0,139.0,100.0
98121,3,1.0,1.0,1.0,149.0,97.0
98121,3,1.5,1.0,2.0,130.0,95.0
98121,3,1.0,1.0,1.0,115.0,100.0
98121,2,1.0,1.0,1.0,159.0,95.0
98121,4,1.0,0.0,2.0,120.0,90.0
98121,4,1.0,0.0,2.0,100.0,90.0
98121,4,1.0,1.0,2.0,99.0,98.0
98121,5,1.5,2.0,2.0,169.0,90.0
98101,3,1.0,1.0,1.0,170.0,99.0
98121,2,1.0,0.0,2.0,115.0,94.0
98121,7,2.0,3.0,3.0,112.0,100.0
98121,2,1.0,1.0,1.0,120.0,80.0
98101,6,2.0,2.0,4.0,239.0,100.0
98121,2,1.0,0.0,1.0,135.0,96.0
98121,4,1.0,0.0,2.0,125.0,94.0
98121,2,1.0,0.0,1.0,150.0,99.0
98121,6,2.0,2.0,3.0,197.0,95.0
98121,3,1.0,1.0,1.0,106.0,82.0
98121,2,1.0,1.0,1.0,150.0,93.0
98101,3,1.0,1.0,1.0,149.0,93.0
98121,3,1.0,1.0,2.0,115.0,93.0
98121,6,1.0,2.0,3.0,175.0,97.0
98121,6,2.0,2.0,3.0,175.0,93.0
98102,3,1.0,1.0,1.0,124.0,90.0
98121,5,1.0,2.0,4.0,229.0,80.0
98109,2,1.0,1.0,1.0,125.0,95.0
98121,1,1.0,1.0,1.0,40.0,90.0
98121,6,1.0,2.0,2.0,183.0,100.0
98121,2,1.0,1.0,1.0,169.0,99.0
98121,5,1.0,1.0,3.0,155.0,90.0
98121,2,1.0,0.0,1.0,75.0,79.0
98121,4,1.0,0.0,2.0,89.0,96.0
98121,4,1.0,1.0,2.0,35.0,100.0
98121,3,1.0,1.0,1.0,115.0,90.0
98121,2,1.0,0.0,1.0,115.0,95.0
98101,3,1.0,1.0,2.0,165.0,95.0
98121,3,1.0,1.0,1.0,115.0,96.0
98121,6,1.0,1.0,3.0,105.0,90.0
98121,2,1.0,0.0,1.0,145.0,95.0
98121,6,2.0,2.0,2.0,250.0,94.0
98121,2,1.0,1.0,1.0,139.0,100.0
98121,4,1.0,1.0,2.0,82.0,98.0
98121,6,1.0,2.0,3.0,147.0,88.0
98121,4,1.0,1.0,2.0,187.0,90.0
98101,2,1.0,1.0,1.0,130.0,80.0
98121,4,1.0,1.0,1.0,100.0,90.0
98121,2,1.0,1.0,1.0,95.0,100.0
98121,1,1.0,1.0,1.0,68.0,87.0
98121,2,1.0,0.0,1.0,150.0,80.0
98121,4,1.0,1.0,1.0,165.0,94.0
98121,3,1.0,1.0,2.0,117.0,100.0
98121,2,1.0,0.0,1.0,168.0,98.0
98121,2,1.0,0.0,1.0,79.0,100.0
98104,2,1.5,1.0,1.0,89.0,94.0
98104,2,1.0,1.0,1.0,80.0,99.0
98104,2,1.0,1.0,1.0,120.0,95.0
98104,1,2.0,1.0,1.0,40.0,93.0
98104,1,2.0,1.0,1.0,40.0,94.0
98104,2,1.5,1.0,1.0,89.0,95.0
98104,2,1.0,1.0,1.0,79.0,100.0
98104,4,2.0,2.0,2.0,69.0,92.0
98104,2,1.0,1.0,1.0,69.0,91.0
98104,2,1.0,1.0,1.0,74.0,92.0
98104,5,1.0,2.0,2.0,250.0,100.0
98104,4,2.0,2.0,2.0,250.0,91.0
98104,2,1.0,0.0,1.0,99.0,94.0
98104,6,1.0,2.0,2.0,120.0,97.0
98101,4,1.0,1.0,2.0,190.0,100.0
98104,5,1.0,2.0,2.0,280.0,98.0
98101,4,1.0,1.0,2.0,99.0,95.0
98104,4,1.0,1.0,1.0,99.0,95.0
98101,3,1.0,1.0,2.0,159.0,98.0
98101,6,1.0,1.0,2.0,150.0,100.0
98101,6,2.0,2.0,3.0,139.0,90.0
98101,3,1.0,1.0,1.0,180.0,98.0
98101,5,1.0,1.0,3.0,151.0,91.0
98101,3,1.0,1.0,1.0,219.0,100.0
98101,4,1.0,1.0,1.0,100.0,100.0
98101,4,1.0,2.0,3.0,175.0,96.0
98101,2,1.0,1.0,1.0,115.0,97.0
98101,2,1.0,1.0,1.0,100.0,99.0
98101,4,1.0,1.0,1.0,110.0,92.0
98101,4,1.0,1.0,1.0,110.0,95.0
98104,3,1.0,1.0,1.0,199.0,98.0
98104,2,1.0,0.0,1.0,170.0,100.0
98104,3,1.0,1.0,1.0,135.0,67.0
98101,5,2.0,2.0,2.0,300.0,100.0
98101,3,1.0,1.0,1.0,219.0,90.0
98101,3,1.5,1.0,1.0,300.0,100.0
98101,5,2.0,2.0,2.0,156.0,97.0
98101,6,2.0,2.0,3.0,147.0,91.0
98101,6,2.0,2.0,3.0,135.0,94.0
98101,6,2.0,2.0,3.0,128.0,88.0
98101,4,1.0,1.0,2.0,104.0,94.0
98101,6,2.0,2.0,3.0,114.0,97.0
98101,2,1.0,1.0,1.0,150.0,98.0
98101,6,2.0,1.0,3.0,250.0,83.0
98101,2,1.0,1.0,2.0,40.0,98.0
98101,4,1.0,1.0,2.0,126.0,93.0
98101,4,1.0,1.0,1.0,365.0,100.0
98104,4,1.0,1.0,1.0,99.0,94.0
98101,5,2.0,2.0,2.0,350.0,98.0
98101,6,2.0,2.0,3.0,143.0,94.0
98101,4,1.0,1.0,2.0,110.0,98.0
98101,4,1.0,1.0,1.0,175.0,94.0
98101,5,2.0,2.0,2.0,143.0,95.0
98101,2,1.0,0.0,1.0,121.0,100.0
98101,3,1.0,1.0,1.0,150.0,100.0
98101,3,1.0,1.0,1.0,149.0,98.0
98101,4,1.0,1.0,3.0,168.0,100.0
98101,6,2.0,2.0,4.0,245.0,73.0
98101,2,1.0,0.0,1.0,129.0,95.0
98101,6,2.0,2.0,4.0,245.0,93.0
98101,3,1.0,1.0,2.0,89.0,100.0
98101,4,1.0,1.0,2.0,175.0,92.0
98104,5,1.0,1.0,3.0,144.0,95.0
98101,4,1.0,1.0,3.0,188.0,96.0
98121,3,1.0,1.0,1.0,179.0,95.0
98101,5,2.0,2.0,2.0,129.0,60.0
98101,4,1.0,1.0,2.0,170.0,100.0
98101,4,1.0,1.0,2.0,276.0,96.0
98101,4,1.0,1.0,2.0,135.0,96.0
98101,2,1.0,0.0,1.0,150.0,99.0
98101,3,1.0,1.0,2.0,140.0,100.0
98101,2,1.0,0.0,1.0,121.0,90.0
98101,6,2.0,2.0,3.0,147.0,96.0
98101,4,1.0,2.0,2.0,149.0,93.0
98101,5,2.0,2.0,2.0,300.0,95.0
98101,4,1.0,1.0,2.0,115.0,90.0
98101,4,2.0,2.0,2.0,290.0,100.0
98101,4,1.0,1.0,1.0,129.0,97.0
98101,3,1.0,1.0,2.0,175.0,93.0
98101,2,1.0,1.0,1.0,220.0,96.0
98104,2,1.0,1.0,1.0,90.0,89.0
98101,2,1.0,1.0,1.0,120.0,100.0
98101,4,2.0,2.0,2.0,325.0,92.0
98101,6,2.0,2.0,3.0,127.0,90.0
98101,4,2.0,2.0,2.0,168.0,100.0
98101,3,1.0,1.0,2.0,117.0,97.0
98104,2,1.0,0.0,1.0,85.0,88.0
98101,3,1.0,0.0,1.0,122.0,98.0
98101,6,2.0,2.0,3.0,142.0,94.0
98101,3,1.5,1.0,1.0,237.0,99.0
98101,4,1.0,1.0,2.0,99.0,97.0
98101,4,1.0,1.0,2.0,110.0,96.0
98101,7,2.0,2.0,5.0,225.0,97.0
98101,4,1.0,1.0,1.0,99.0,93.0
98101,6,1.0,1.0,3.0,65.0,98.0
98101,2,1.0,0.0,1.0,275.0,93.0
98104,3,1.0,1.0,1.0,183.0,98.0
98101,4,1.0,1.0,2.0,110.0,98.0
98101,3,1.0,1.0,1.0,156.0,96.0
98104,3,1.0,1.0,1.0,169.0,88.0
98101,2,1.0,1.0,1.0,150.0,94.0
98104,2,1.0,1.0,1.0,125.0,91.0
98101,2,1.0,1.0,1.0,175.0,100.0
98122,2,1.0,0.0,1.0,155.0,96.0
98101,6,1.0,1.0,4.0,151.0,94.0
98101,6,2.0,2.0,4.0,175.0,90.0
98122,6,2.0,2.0,2.0,196.0,96.0
98101,5,1.0,2.0,3.0,175.0,92.0
98104,4,1.0,1.0,1.0,90.0,95.0
98104,2,1.0,1.0,1.0,105.0,100.0
98101,2,1.0,1.0,1.0,95.0,97.0
98104,3,1.0,1.0,1.0,139.0,96.0
98101,2,1.0,0.0,1.0,115.0,91.0
98101,4,1.0,1.0,1.0,185.0,90.0
98101,6,1.0,2.0,4.0,175.0,90.0
98101,2,1.0,0.0,1.0,75.0,85.0
98104,2,1.0,1.0,1.0,70.0,91.0
98101,2,1.0,1.0,1.0,79.0,91.0
98122,2,1.0,0.0,1.0,100.0,92.0
98122,4,1.0,1.0,1.0,155.0,93.0
98104,2,1.0,1.0,1.0,87.0,98.0
98104,3,1.0,1.0,1.0,165.0,98.0
98122,2,1.5,1.0,1.0,100.0,100.0
98101,2,1.0,1.0,1.0,78.0,99.0
98122,2,1.0,0.0,1.0,150.0,100.0
98101,2,1.0,1.0,1.0,99.0,98.0
98104,2,1.0,1.0,1.0,80.0,100.0
98101,4,1.0,2.0,3.0,169.0,90.0
98101,3,1.0,1.0,2.0,129.0,96.0
98122,3,1.0,1.0,1.0,80.0,93.0
98101,4,1.0,1.0,1.0,77.0,87.0
98101,3,1.0,0.0,1.0,99.0,98.0
98104,2,1.0,1.0,1.0,119.0,100.0
98101,3,1.0,0.0,1.0,129.0,97.0
98104,3,1.0,1.0,1.0,145.0,100.0
98104,2,1.0,1.0,1.0,99.0,97.0
98101,4,1.0,1.0,2.0,230.0,100.0
98104,3,1.0,1.0,1.0,109.0,100.0
98104,2,1.0,1.0,1.0,85.0,95.0
98101,2,1.0,1.0,1.0,120.0,100.0
98104,4,1.0,1.0,2.0,150.0,80.0
98122,3,1.0,0.0,1.0,115.0,94.0
98104,4,1.0,1.0,1.0,130.0,93.0
98101,4,1.0,1.0,1.0,129.0,87.0
98104,2,1.0,1.0,1.0,129.0,98.0
98101,6,2.0,1.0,4.0,195.0,90.0
98122,4,2.0,2.0,2.0,500.0,100.0
98101,5,2.0,2.0,3.0,195.0,98.0
98104,3,1.0,0.0,1.0,100.0,89.0
98104,2,1.0,1.0,1.0,110.0,100.0
98101,4,1.0,0.0,2.0,121.0,95.0
98122,2,1.0,1.0,1.0,139.0,98.0
98104,4,1.0,1.0,2.0,120.0,94.0
98101,2,1.0,1.0,1.0,110.0,98.0
98101,2,1.0,0.0,1.0,69.0,78.0
98101,4,1.0,1.0,2.0,150.0,94.0
98101,6,1.5,2.0,4.0,215.0,97.0
98101,3,1.0,0.0,1.0,103.0,91.0
98101,6,1.0,2.0,3.0,175.0,94.0
98104,3,1.0,1.0,1.0,139.0,95.0
98122,2,1.0,1.0,1.0,66.0,96.0
98101,2,1.0,1.0,2.0,85.0,83.0
98101,2,1.0,1.0,1.0,100.0,98.0
98122,4,1.0,2.0,3.0,174.0,96.0
98104,5,2.0,2.0,2.0,200.0,100.0
98122,3,1.0,1.0,1.0,120.0,98.0
98101,4,2.0,2.0,2.0,90.0,100.0
98101,2,1.0,1.0,1.0,78.0,97.0
98101,3,1.0,0.0,1.0,99.0,100.0
98122,4,1.0,1.0,2.0,174.0,92.0
98122,2,1.0,1.0,1.0,110.0,93.0
98104,4,1.0,2.0,2.0,190.0,96.0
98101,4,1.0,0.0,1.0,100.0,93.0
98101,5,1.0,1.0,3.0,151.0,93.0
98101,4,1.0,1.0,1.0,175.0,98.0
98122,7,2.0,2.0,3.0,250.0,95.0
98101,4,1.0,1.0,2.0,140.0,93.0
98101,4,1.0,1.0,2.0,140.0,98.0
98104,2,1.0,1.0,2.0,75.0,94.0
98104,3,1.0,1.0,1.0,129.0,97.0
98104,2,1.0,1.0,1.0,135.0,99.0
98104,2,1.0,1.0,1.0,150.0,99.0
98104,3,1.0,1.0,1.0,139.0,94.0
98122,2,1.0,0.0,2.0,110.0,97.0
98101,6,1.0,2.0,3.0,179.0,94.0
98104,3,1.0,0.0,2.0,120.0,100.0
98101,6,2.0,2.0,3.0,245.0,98.0
98104,3,1.0,1.0,1.0,150.0,90.0
98104,2,1.0,1.0,1.0,105.0,40.0
98101,3,1.0,1.0,1.0,209.0,96.0
98122,4,1.0,0.0,2.0,145.0,96.0
98122,2,1.0,0.0,1.0,115.0,100.0
98122,2,1.0,1.0,1.0,89.0,100.0
98122,6,1.0,3.0,3.0,165.0,100.0
98122,4,1.0,1.0,1.0,180.0,98.0
98122,2,1.0,1.0,1.0,140.0,100.0
98104,2,1.0,0.0,1.0,100.0,97.0
98122,4,1.5,2.0,2.0,179.0,100.0
98122,2,1.0,1.0,1.0,65.0,93.0
98104,1,1.0,1.0,1.0,75.0,89.0
98104,4,1.0,1.0,2.0,150.0,94.0
98122,5,2.0,2.0,2.0,169.0,95.0
98144,2,1.0,1.0,1.0,68.0,93.0
98122,2,1.0,1.0,1.0,89.0,97.0
98122,2,1.0,1.0,1.0,70.0,100.0
98104,4,1.0,1.0,2.0,160.0,91.0
98104,4,1.0,1.0,2.0,128.0,78.0
98104,2,1.0,1.0,1.0,249.0,95.0
98104,1,1.0,1.0,1.0,50.0,94.0
98104,2,1.0,1.0,1.0,175.0,95.0
98104,2,1.0,0.0,1.0,250.0,99.0
98104,2,1.0,0.0,1.0,110.0,94.0
98104,4,1.0,1.0,2.0,144.0,85.0
98134,4,1.0,1.0,1.0,149.0,94.0
98104,5,1.0,2.0,2.0,350.0,98.0
98104,2,1.5,0.0,1.0,95.0,91.0
98104,2,1.0,1.0,1.0,120.0,100.0
98104,4,1.0,1.0,2.0,199.0,80.0
98104,2,1.0,1.0,1.0,145.0,87.0
98104,1,1.0,1.0,1.0,75.0,100.0
98104,4,1.0,1.0,3.0,350.0,100.0
98134,5,1.0,1.0,3.0,149.0,93.0
98104,3,1.0,1.0,1.0,150.0,98.0
98104,3,1.0,1.0,2.0,150.0,96.0
98104,2,1.0,1.0,1.0,160.0,88.0
98104,3,1.0,1.0,2.0,170.0,87.0
98104,3,1.0,1.0,2.0,300.0,95.0
98136,2,1.0,1.0,1.0,59.0,98.0
98136,2,1.0,1.0,1.0,88.0,99.0
98136,2,1.5,1.0,1.0,75.0,98.0
98136,2,1.0,1.0,1.0,95.0,100.0
98126,2,1.0,1.0,1.0,125.0,90.0
98136,6,1.5,2.0,3.0,153.0,95.0
98136,2,1.0,0.0,1.0,85.0,100.0
98136,5,2.0,1.0,2.0,65.0,95.0
98136,2,1.0,1.0,1.0,59.0,98.0
98126,4,1.0,3.0,2.0,250.0,100.0
98136,3,1.0,2.0,1.0,125.0,100.0
98136,5,1.0,0.0,1.0,80.0,93.0
98126,2,1.5,1.0,1.0,75.0,98.0
98136,2,1.0,1.0,1.0,195.0,87.0
98136,4,1.0,1.0,2.0,57.0,97.0
98136,5,1.0,3.0,3.0,159.0,80.0
98146,2,1.0,0.0,1.0,100.0,98.0
98146,2,1.5,1.0,1.0,54.0,100.0
98146,8,1.0,2.0,3.0,200.0,96.0
98116,8,2.0,2.0,4.0,240.0,96.0
98116,3,1.0,0.0,1.0,100.0,99.0
98116,2,1.0,1.0,1.0,100.0,100.0
98116,2,1.0,1.0,1.0,119.0,100.0
98116,6,1.0,2.0,3.0,249.0,94.0
98116,6,1.5,3.0,2.0,250.0,97.0
98116,2,1.0,1.0,1.0,40.0,100.0
98116,2,1.0,1.0,1.0,100.0,93.0
98116,4,2.0,1.0,3.0,135.0,100.0
98116,2,1.0,1.0,1.0,90.0,91.0
98116,4,2.0,2.0,2.0,269.0,100.0
98116,8,1.5,3.0,5.0,325.0,94.0
98116,3,1.0,1.0,2.0,95.0,89.0
98116,3,1.0,1.0,2.0,120.0,90.0
98116,4,1.0,2.0,2.0,79.0,90.0
98116,4,1.0,1.0,2.0,130.0,97.0
98116,2,1.0,1.0,1.0,129.0,94.0
98116,1,1.0,1.0,1.0,42.0,96.0
98116,3,1.0,1.0,2.0,95.0,95.0
98116,4,1.0,2.0,2.0,109.0,92.0
98116,8,2.0,3.0,4.0,225.0,100.0
98116,4,1.5,2.0,2.0,85.0,100.0
98116,4,1.0,2.0,2.0,120.0,93.0
98116,6,2.0,3.0,3.0,350.0,100.0
98116,8,2.0,3.0,4.0,250.0,88.0
98116,2,1.0,1.0,1.0,100.0,98.0
98116,5,2.0,3.0,3.0,300.0,100.0
98116,2,1.0,1.0,1.0,59.0,99.0
98116,2,1.0,1.0,1.0,69.0,95.0
98116,8,2.5,3.0,4.0,219.0,92.0
98116,2,1.0,1.0,1.0,70.0,99.0
98116,4,1.0,1.0,2.0,140.0,97.0
98116,2,1.0,1.0,1.0,54.0,95.0
98126,4,1.0,1.0,2.0,60.0,90.0
98116,2,1.5,1.0,2.0,66.0,100.0
98116,2,1.0,1.0,1.0,79.0,93.0
98116,2,1.0,1.0,1.0,195.0,99.0
98126,2,1.0,1.0,1.0,105.0,98.0
98116,2,1.0,0.0,1.0,100.0,99.0
98116,3,1.0,0.0,2.0,100.0,100.0
98116,4,1.0,2.0,2.0,93.0,95.0
98116,2,1.0,1.0,1.0,85.0,98.0
98116,4,1.0,1.0,3.0,135.0,96.0
98116,7,1.0,2.0,7.0,195.0,97.0
98116,4,2.5,1.0,2.0,129.0,95.0
98116,8,3.0,4.0,5.0,225.0,100.0
98116,8,3.0,4.0,4.0,350.0,80.0
98126,2,1.0,1.0,1.0,120.0,100.0
98116,5,1.5,2.0,3.0,200.0,95.0
98116,3,1.0,1.0,2.0,69.0,95.0
98116,6,2.5,3.0,3.0,225.0,87.0
98116,7,1.0,1.0,2.0,81.0,87.0
98126,6,2.5,2.0,3.0,495.0,97.0
98116,2,1.0,1.0,1.0,101.0,100.0
98116,3,1.0,2.0,2.0,90.0,96.0
98126,2,1.0,1.0,2.0,90.0,96.0
98116,4,1.0,2.0,2.0,185.0,80.0
98116,2,1.0,0.0,1.0,99.0,98.0
98116,3,1.0,1.0,1.0,89.0,100.0
98116,2,1.0,1.0,1.0,90.0,96.0
98116,4,2.0,2.0,2.0,200.0,100.0
98116,7,2.5,3.0,4.0,225.0,100.0
98116,2,1.0,0.0,1.0,90.0,95.0
98116,2,1.0,0.0,1.0,90.0,97.0
98116,2,1.0,1.0,1.0,79.0,90.0
98126,4,1.0,1.0,2.0,100.0,98.0
98126,6,2.0,4.0,5.0,225.0,94.0
98117,3,1.0,1.0,2.0,70.0,94.0
98117,2,1.5,1.0,1.0,28.0,100.0
98117,2,4.5,1.0,4.0,65.0,91.0
98117,2,1.0,1.0,1.0,69.0,95.0
98117,2,1.0,1.0,1.0,41.0,100.0
98117,2,1.0,1.0,1.0,42.0,90.0
98117,6,1.0,1.0,3.0,100.0,96.0
98177,1,1.5,1.0,1.0,45.0,98.0
98117,2,3.5,1.0,1.0,65.0,95.0
98117,6,1.0,2.0,3.0,170.0,89.0
98177,4,1.0,2.0,3.0,119.0,100.0
98117,3,1.0,2.0,2.0,114.0,97.0
98117,2,1.0,1.0,1.0,68.0,99.0
98117,8,2.0,3.0,3.0,275.0,87.0
98117,2,1.0,1.0,1.0,35.0,94.0
98117,4,1.0,1.0,2.0,75.0,100.0
98117,6,2.0,3.0,3.0,95.0,90.0
98117,2,3.5,1.0,3.0,65.0,97.0
98136,3,1.0,2.0,2.0,125.0,100.0
98116,2,1.0,1.0,1.0,75.0,98.0
98126,3,1.0,1.0,2.0,72.0,96.0
98136,4,1.0,2.0,5.0,165.0,100.0
98126,6,2.0,2.0,3.0,125.0,96.0
98126,2,1.0,1.0,1.0,125.0,98.0
98126,3,1.0,0.0,2.0,120.0,80.0
98126,2,0.5,1.0,1.0,75.0,93.0
98136,4,1.5,1.0,2.0,200.0,96.0
98136,2,1.0,1.0,1.0,125.0,100.0
98126,5,1.0,1.0,2.0,75.0,99.0
98126,4,1.0,2.0,2.0,119.0,91.0
98126,12,1.0,2.0,4.0,117.0,89.0
98126,2,1.0,0.0,2.0,85.0,100.0
98126,4,1.0,2.0,2.0,200.0,100.0
98126,4,2.0,2.0,2.0,129.0,96.0
98126,2,1.0,1.0,1.0,70.0,100.0
98126,2,1.0,1.0,1.0,65.0,83.0
98126,2,1.0,1.0,1.0,110.0,99.0
98136,2,1.5,1.0,1.0,109.0,90.0
98126,2,1.0,0.0,1.0,88.0,97.0
98126,4,1.0,1.0,1.0,75.0,96.0
98126,2,1.0,1.0,1.0,65.0,100.0
98118,2,1.0,1.0,1.0,75.0,94.0
98116,4,1.0,2.0,2.0,136.0,97.0
98126,5,1.0,1.0,3.0,139.0,93.0
98116,3,1.0,1.0,1.0,79.0,96.0
98116,2,1.0,1.0,1.0,95.0,90.0
98116,2,1.0,1.0,1.0,55.0,99.0
98116,2,1.0,1.0,1.0,49.0,100.0
98116,2,1.0,1.0,1.0,65.0,100.0
98116,2,1.0,1.0,1.0,85.0,98.0
98116,1,1.0,1.0,1.0,39.0,98.0
